"","Tributary","ReachName","ReachID","Crew","Survey","Fishing","Visibility","Weather","Comments","Date","Season","Year","CohoIndividuals","SteelheadIndividuals","ChinookIndividuals","SalmonidSpIndividuals","CohoRedds","SteelheadRedds","ChinookRedds","SalmonidSpRedds"
"265","Wallace Creek","WAL 2","RR-WAL-001.83:004.43","AN SW","SS",NA,99,"CLEAR SUNNY","No Fish No Redds",2015-03-17,"2014-2015",2015,0,0,0,0,0,0,0,0
"266","Mark West Creek","MAR 12","RR-MAR-033.75:037.32","LP DD","SS",NA,99,"CLEAR SUNNY",NA,2015-03-18,"2014-2015",2015,0,0,0,0,0,0,0,0
"267","Palmer Creek","PAL 1","RR-PAL-000.00:002.75","BW DD","SS",NA,99,"OVERCAST","NO FISH NO REDDS",2015-03-20,"2014-2015",2015,0,0,0,0,0,0,0,0
"268","Maacama Creek","MAA 4","RR-695-000.00:000.60","JB DD","SS",NA,99,"CLEAR SUNNY",NA,2015-03-23,"2014-2015",2015,0,0,0,0,0,0,0,0
"269","Porter Creek","POR 1","RR-POR-000.00:002.43","WB SW","SS",NA,99,"PARTLY CLOUDY","MOUTH CUT OFF, Dry for approx 200 meters. Upstream pools have lots of coho and steelhead smolts. ",2015-03-23,"2014-2015",2015,0,0,0,0,0,0,0,0
"270","Porter Creek","POR 3","RR-POR-004.65:006.83","WB SW","SS",NA,99,"PARTLY CLOUDY","No fish no redds",2015-03-23,"2014-2015",2015,0,0,0,0,0,0,0,0
"271","Grape Creek","GRP 2","RR-GRP-001.39:002.49","JB BW","SS",NA,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-03-24,"2014-2015",2015,0,0,0,0,0,0,0,0
"272","Woods Creek","WOO 1","RR-DEA-000.00:001.03","AN SW","SS",NA,99,"CLEAR SUNNY",NA,2015-03-25,"2014-2015",2015,0,0,0,0,0,0,0,0
"273","Mill Creek","MIL 1","RR-MIL-000.00:002.46","AN VA","SS",NA,99,"CLEAR SUNNY",NA,2015-03-30,"2014-2015",2015,0,0,0,0,0,0,0,0
"274","Green Valley Creek","GRE 1","RR-GRE-007.80:012.49","DD CM","SS",NA,99,"CLEAR SUNNY","THERMOMETER BROKEN, a couple old redds observed throughout the reach- not recorded in the survey data ",2015-03-31,"2014-2015",2015,0,0,0,0,0,0,0,0
"275","Willow Creek","WIL 3","RR-WIL-003.49:006.15","AB JE","SS",NA,99,"WINDY","NO FISH NO REDDS",2015-03-31,"2014-2015",2015,0,0,0,0,0,0,0,0
"276","Austin Creek","AUS 6","RR-AUS-012.13:015.94","SW TB","SS",NA,99,"CLEAR SUNNY","Flag missing, rehung flag, No fish No redds",2015-04-02,"2014-2015",2015,0,0,0,0,0,0,0,0
"277","Porter Creek","POR 3","RR-POR-004.65:006.83","JB ZS","SS",NA,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-04-06,"2014-2015",2015,0,0,0,0,0,0,0,0
"278","Porter Creek","POR 1","RR-POR-000.00:002.43","JB ZS","SS",NA,99,"CLEAR SUNNY","NO FISH NO NEW REDDS. DISCONECTED ~200M",2015-04-06,"2014-2015",2015,0,0,0,0,0,0,0,0
"279","Purrington Creek","PUR 1","RR-PUR-000.00:004.50","VA ZR","SS",NA,99,"PARTLY CLOUDY",NA,2015-04-08,"2014-2015",2015,0,0,0,0,0,0,0,0
"280","Wine Creek","WIN 1","RR-WIN-000.00:001.65","DD SW","SS",NA,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-04-08,"2014-2015",2015,0,0,0,0,0,0,0,0
"281","Pena Creek","PEN 5","RR-PEN-013.89:017.04","DD SW","SS",NA,99,"CLEAR SUNNY","No fish No redds",2015-04-09,"2014-2015",2015,0,0,0,0,0,0,0,0
"282","Pena Creek","PEN 1","RR-PEN-000.00:004.05","LP HF","SS",NA,99,"CLEAR SUNNY",NA,2015-04-13,"2014-2015",2015,0,0,0,0,0,0,0,0
"283","Mill Creek","MIL 3","RR-MIL-005.75:009.98","DD RH","SS",NA,99,"CLEAR SUNNY",NA,2015-04-14,"2014-2015",2015,0,0,0,0,0,0,0,0
"284","Green Valley Creek","GRE 1","RR-GRE-007.80:012.49","ZR VA","SS",NA,99,"CLEAR SUNNY","LAST SURVEY OF SEASON. NO NEW REDDS, NO NEW FISH.",2015-04-15,"2014-2015",2015,0,0,0,0,0,0,0,0
"285","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","WB MOH","SS",1,1,"OVERCAST","NO FISH NO REDDS",2015-12-08,"2015-2016",2015,0,0,0,0,0,0,0,0
"286","Willow Creek","WIL 3","RR-WIL-003.49:006.15","AB VA","SS",NA,99,"WINDY","Final survey of season, took record of all redds. 122914003 redd was misflagged in field as 120814002. 120814002 correct flag was still hung at uppermost redd on reach. ",2015-04-14,"2014-2015",2015,0,0,0,0,0,0,0,0
"287","Mark West Creek","MAR 11","RR-MAR-030.60:033.75","AN RH","SS",NA,99,"CLEAR SUNNY","No live fish or redds. Potential grow site. Took photos, will send to NB.",2015-04-15,"2014-2015",2015,0,0,0,0,0,0,0,0
"288","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","WB DD","SS",1,1,"PARTLY CLOUDY","NO FISH NO REDDS",2015-12-07,"2015-2016",2015,0,0,0,0,0,0,0,0
"289","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","TC DD","SS",1,1.3,"OVERCAST","No fish or redds observed",2015-12-08,"2015-2016",2015,0,0,0,0,0,0,0,0
"290","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","NB SW","SS",1,-9999,"CLEAR SUNNY","NO FISH NO REDDS LOW WATER SHORT REACH",2015-12-15,"2015-2016",2015,0,0,0,0,0,0,0,0
"291","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","SL DD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-16,"2015-2016",2015,0,0,0,0,0,0,0,0
"292","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","ZR MH","SS",1,99,"CLEAR SUNNY",NA,2015-12-16,"2015-2016",2015,0,0,0,0,0,0,0,0
"293","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","TC WB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"294","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","AB JP","SS",1,-9999,"SHOWERS","WINE CREEK DRY at confuence and 300+m upstream, clearly never rewetted since summer. Ended survey at schulberger property.",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"295","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","AB AJ","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"296","PRESS CREEK","POR 3","RR-PRE-000.00:000.59","SL DD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"297","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","SW AI","SS",1,1,"STEADY RAIN","NO FISH, NO REDDS",2015-12-24,"2015-2016",2015,0,0,0,0,0,0,0,0
"298","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","DD SL","SS",1,99,"CLEAR SUNNY","NO FISH",2015-12-28,"2015-2016",2015,0,0,0,0,0,0,0,0
"299","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","WB AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"300","MARK WEST CREEK","MAR 9","RR-MAR-024.34:027.19","LP DD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2015-12-30,"2015-2016",2015,0,0,0,0,0,0,0,0
"301","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","TC NB SW","SS",1,99,"OVERCAST","NO FISH NO REDDS",2015-12-30,"2015-2016",2015,0,0,0,0,0,0,0,0
"302","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","WB AI","SS",1,99,"OVERCAST",NA,2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"303","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","SL NB","SS",1,0.6,"OVERCAST","Streams crossings likely not passable at flow higher than this level.",2016-01-08,"2015-2016",2016,1,0,0,0,0,0,0,0
"304","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","ZR TC","SS",1,99,"OVERCAST",NA,2016-01-08,"2015-2016",2016,2,4,0,0,1,2,0,0
"305","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","AB NB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"306","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","AJ AW","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"307","PORTER CREEK","POR 1","RR-POR-000.00:002.43","DD JD","SS",1,99,"PARTLY CLOUDY","Data transcribed to Allegro from data sheets",2016-01-12,"2015-2016",2016,3,0,0,0,1,0,0,0
"308","SANTA ROSA CREEK","SAN 9","RR-SAN-028.22:029.70","SW JD","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS, New end of survey point on UCCE 3 labeled ""Boundary EOS?"" The track on the GPS had us going 394 meters past previous seasons end of survey 2014-15, SW called it where we took a new EOS GPS point. Needs verification regaridng upstream lan",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"309","PORTER CREEK","POR 1","RR-POR-000.00:002.43","AI EM","SS",1,0.8,"CLEAR SUNNY","Could not start at mouth, Russian back watered.",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"310","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","WB AI","SS",1,99,"PARTLY CLOUDY",NA,2015-12-28,"2015-2016",2015,0,0,0,0,0,0,0,0
"311","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","ZR MH","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-28,"2015-2016",2015,0,0,0,0,0,0,0,0
"312","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","NB ZR","SS",1,99,"CLEAR SUNNY","NO FISH OR REDDS BUT SOME ACTIVITY (TEST DIGS & CARCASS SMELL)",2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"313","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","JD LP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"314","PENA CREEK","PEN 4","RR-PEN-009.12:013.89","AJ JP","SS",1,99,"CLEAR SUNNY",NA,2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"315","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","JD LP","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS. 1/2 of reach completed. Check ""TURNAROUND"" point on GPS.",2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"316","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","SW AI","SS",1,99,"OVERCAST",NA,2015-12-31,"2015-2016",2015,0,0,0,0,0,0,0,0
"317","MILL CREEK","MIL 3","RR-MIL-005.75:009.98","LP DD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"318","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","WB AI","SS",1,99,"OVERCAST",NA,2016-01-04,"2015-2016",2016,2,0,0,0,7,1,0,0
"319","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","TC ZR","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"320","MARK WEST CREEK","MAR 11","RR-MAR-030.60:033.75","MOH WB","SS",1,0.5,"OVERCAST","NO FISH NO REDDS",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"321","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","TC SW","SS",1,1,"OVERCAST","NO FISH NO REDDS",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"322","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","AJ DD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"323","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","NB MOH","SS",1,99,"OVERCAST","ALLEGRO FAIL NO DROPDOWN AND NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"324","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","AB JP","SS",1,99,"OVERCAST","SKIN FOUND NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"325","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","WB TC","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"326","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","WB TC","SS",1,0.5,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-21,"2015-2016",2016,0,0,0,0,0,0,0,0
"327","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","AA SW","SS",1,0.5,"OVERCAST","ALLEGRO FAIL",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"328","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","ZR JD AL","SS",1,1.5,"OVERCAST","Multiple test digs",2016-01-25,"2015-2016",2016,0,2,0,0,0,1,0,0
"329","GRAY CREEK","GRA 1","RR-GRA-000.00:001.80","NB DP","SS",1,0.5,"OVERCAST","NO FISH NO REDDS",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"330","MARK WEST CREEK","MAR 12","RR-MAR-033.75:037.32","ZR JD","SS",1,0.3,"OVERCAST","Poor visibility due to high tannins.",2015-12-08,"2015-2016",2015,0,0,0,0,0,0,0,0
"331","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","NB SW","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS LOW WATER EXTENTED REACH TO CULVERT",2015-12-15,"2015-2016",2015,0,0,0,0,0,0,0,0
"332","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","SL DD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-15,"2015-2016",2015,0,0,0,0,0,0,0,0
"333","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","LP JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-16,"2015-2016",2015,0,0,0,0,0,0,0,0
"334","FELTA CREEK","FEL 1","RR-FEL-000.00:001.83","WB TC AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-16,"2015-2016",2015,0,0,0,0,0,0,0,0
"335","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","TC WB","SS",1,99,"SHOWERS","NO FISH NO REDDS",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"336","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","NB JD AB JP","SS",1,99,"STEADY RAIN","NO FISH NO REDDS",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"337","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","GH MO","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"338","PORTER CREEK","POR 3","RR-POR-004.65:006.83","SL DD","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"339","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AB SL","SS",1,0.9,"PARTLY CLOUDY","POOR VISIBILITY. SAW DOU",2015-12-24,"2015-2016",2015,0,0,0,0,0,0,0,0
"340","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","AB SL","SS",1,1.1,"PARTLY CLOUDY",NA,2015-12-24,"2015-2016",2015,0,0,0,0,0,0,0,0
"341","PERENNE CREEK","DUT 1","RR-PER-000.00:000.54","ZR MH","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-28,"2015-2016",2015,0,0,0,0,0,0,0,0
"342","PENA CREEK","PEN 3","RR-PEN-006.49:009.12","DD SW","SS",1,99,"CLEAR SUNNY","Allegro Fail: Allegro MX WA-1 was crashing and freezing. There was a error message: A power fault has occurred, all programs must be closed and device reset. We sis this several times and changed the battery without success. We ended up entering data back",2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"343","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","SW AI","SS",1,99,"OVERCAST",NA,2015-12-31,"2015-2016",2015,0,0,0,0,0,0,0,0
"344","MILL CREEK","MIL 1","RR-MIL-000.00:002.46","ZR TC","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"345","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","MOH NB","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"346","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","TC ZR","SS",1,1,"OVERCAST","NO FISH NO REDDS",2016-01-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"347","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","ZR TC","SS",1,1,"OVERCAST",NA,2016-01-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"348","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","AB JD","SS",1,0.7,"OVERCAST",NA,2016-01-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"349","PURRINGTON CREEK","PUR 1","RR-PUR-000.00:004.50","NB AB","SS",1,0.8,"OVERCAST","NO FISH NO REDDS. FISH SKEIN PEICES",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"350","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","AB JP","SS",1,99,"PARTLY CLOUDY","NO FISH NO REDDS",2016-01-12,"2015-2016",2016,0,0,0,0,0,0,0,0
"351","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","TC SW","SS",1,99,"OVERCAST","ALLEGRO FAIL AND Sarah fail, we didn’t have flagging in our backpack and used medical tape for these three redd flags, we took photos as a backup but SW should be the next person to survey this reach",2016-01-12,"2015-2016",2016,0,1,2,0,0,1,1,0
"352","Mill Creek","MIL 1","RR-MIL-000.00:002.46","BW RH","SS",NA,99,"PARTLY CLOUDY",NA,2015-04-13,"2014-2015",2015,0,0,0,0,0,0,0,0
"353","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","WB DD","SS",1,1.5,"SHOWERS","No fish or redds observed.",2015-12-09,"2015-2016",2015,0,0,0,0,0,0,0,0
"354","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","ZR JD SW","SS",1,99,"CLEAR SUNNY","NO FISH",2015-12-14,"2015-2016",2015,0,0,0,0,0,0,0,0
"355","DUTCH BILL CREEK","DUT 2","RR-DUT-004.81:009.04","ZR MH","SS",1,1,"CLEAR SUNNY",NA,2015-12-15,"2015-2016",2015,0,0,0,0,0,0,0,0
"356","DUTCH BILL CREEK","DUT 1","RR-DUT-000.00:004.81","WB AI","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-15,"2015-2016",2015,0,0,0,0,0,0,0,0
"357","MILL CREEK","MIL 2","RR-MIL-003.03:005.75","ZR MH","SS",1,99,"CLEAR SUNNY",NA,2015-12-16,"2015-2016",2015,0,0,0,0,0,0,0,0
"358","GRAPE CREEK","GRP 1","RR-GRP-000.00:001.39","NB JD AB JP","SS",1,99,"STEADY RAIN","NO FISH OR REDDS LOW WAT",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"359","HULBERT CREEK","HUL 3","RR-HUL-005.16:007.20","DD DDP","SS",1,0.5,"STEADY RAIN","VIS VARIES THROUGHOUT",2015-12-18,"2015-2016",2015,0,0,0,0,0,0,0,0
"360","PORTER CREEK","POR 2","RR-POR-002.43:004.65","SL DD","SS",1,0.7,"CLEAR SUNNY","NO FISH NO REDDS",2015-12-23,"2015-2016",2015,0,0,0,0,0,0,0,0
"361","HARRISON CREEK","GRE 2","RR-HAR-000.00:000.23","SL AB","SS",1,99,"WINDY",NA,2015-12-24,"2015-2016",2015,0,0,0,0,0,0,0,0
"362","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","AB SL","SS",1,99,"CLEAR SUNNY",NA,2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"363","GILLIAM CREEK","GIL 1","RR-GIL-000.00:002.32","WB AI","SS",1,99,"CLEAR SUNNY",NA,2015-12-29,"2015-2016",2015,0,0,0,0,0,0,0,0
"364","REDWOOD CREEK","RED 1","RR-RED-000.00:001.66","ZR AI","SS",1,99,"OVERCAST","Low and clear",2015-12-30,"2015-2016",2015,0,0,0,0,0,0,0,0
"365","PORTER CREEK (MWC)","MPO 1","RR-MPO-000.00:002.65","DD LP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2015-12-30,"2015-2016",2015,0,0,0,0,0,0,0,0
"366","AUSTIN CREEK","AUS 6","RR-AUS-012.13:015.94","EM LP","SS",1,99,"OVERCAST",NA,2015-12-31,"2015-2016",2015,0,0,0,0,0,0,0,0
"367","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","WB JP","SS",1,99,"SHOWERS",NA,2016-01-03,"2015-2016",2016,1,0,0,0,4,1,0,4
"368","WILLOW CREEK","WIL 4","RR-WIL-006.15:009.16","WB JP","SS",1,99,"STEADY RAIN",NA,2016-01-03,"2015-2016",2016,1,0,0,0,7,3,0,4
"369","WALLACE CREEK","WAL 2","RR-WAL-001.83:004.43","LP DD","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"370","MILL CREEK","MIL 4","RR-MIL-009.98:014.06","AB JD","SS",1,0.7,"PARTLY CLOUDY",NA,2016-01-08,"2015-2016",2016,0,0,0,0,0,0,0,0
"371","GRAY CREEK","GRA 2","RR-GRA-001.80:003.88","AP DD","SS",1,0.7,"OVERCAST","vis is average overall, some pools and tailouts were poor vis, water milky, often difficult to see through",2016-01-08,"2015-2016",2016,2,0,0,0,0,0,0,0
"372","GREEN VALLEY CREEK","GRE 1","RR-GRE-007.80:012.49","ZR JD","SS",1,0.6,"OVERCAST","Lower NFWF STAFF 1.18           NO FISH/REDD",2016-01-11,"2015-2016",2016,0,0,0,0,0,0,0,0
"373","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AJ DD","SS",1,2.5,"OVERCAST","ALLEGRO FAIL: OLD REDD CHECKFILE NOT WORKING",2016-01-11,"2015-2016",2016,2,0,0,0,0,0,0,2
"374","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","AB NB","SS",1,1,"OVERCAST","ALLEGRO FAIL  GPS NOT Returning afteer shutoff. Allegro unit W1. Female coho at top of reach.",2016-01-11,"2015-2016",2016,1,0,0,0,1,0,0,0
"375","PENA CREEK","PEN 5","RR-PEN-013.89:017.04","TC SW","SS",1,99,"CLEAR SUNNY","ALLEGRO FAIL AND Sarah fail, we didn’t have flagging in our backpack and used medical tape for these three redd flags, we took photos as a backup but SW should be the next person to survey this reach",2016-01-12,"2015-2016",2016,0,0,0,0,0,1,0,0
"376","GRUB CREEK","DUT 2","RR-GRU-000.00:000.72","AA SW","SS",1,0.5,"OVERCAST","ALLEGRO FAIL",2016-01-25,"2015-2016",2016,0,0,0,0,0,0,0,0
"377","AUSTIN CREEK","AUS 5","RR-AUS-009.86:012.13","NB AI SB","SS",1,0.6,"OVERCAST","Found partial fish skin of unidenfied species.",2016-01-26,"2015-2016",2016,0,4,0,0,0,1,0,0
"378","NUTTY VALLEY CREEK","GRE 2","RR-NUT-000.00:000.94","SW SL","SS",1,3,"OVERCAST","OTTER",2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"379","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","JD LP","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"380","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","NB AI SB","SS",1,1,"OVERCAST","NO FISH NO REDDS",2016-01-26,"2015-2016",2016,0,0,0,0,0,0,0,0
"381","PECHACO CREEK","PEC 1","RR-PEC-000.00:002.35","DD LP LK","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-01-27,"2015-2016",2016,0,0,0,0,0,0,0,0
"382","WOODS CREEK","WOO 1","RR-WOO-000.00:003.80","TC SW DA","SS",1,99,"CLEAR SUNNY",NA,2016-01-27,"2015-2016",2016,0,2,0,0,0,1,0,2
"383","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","TC WB NO AAL","SS",1,1,"SHOWERS",NA,2016-01-29,"2015-2016",2016,0,0,0,0,0,3,0,1
"384","SCHOOLHOUSE CREEK","GIL 1","RR-SCH-000.00:001.00","ZR SL","SS",1,99,"SHOWERS",NA,2016-01-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"385","MILL CREEK","MIL1.5","RR-MIL-002.46:003.03","DD LP","SS",1,99,"SHOWERS","NO FISH NO REDDS",2016-01-29,"2015-2016",2016,0,0,0,0,0,0,0,0
"386","GREEN VALLEY CREEK","GRE 2","RR-GRE-012.49:016.09","AJ JD SB","SS",1,1,"OVERCAST","NO FISH NO REDDS",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"387","LITTLE GREEN VALLEY CREE","GRE 1","RR-LGV-000.00:001.05","LP AI","SS",1,99,"OVERCAST","NO FISH NO REDDS",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"388","EAST AUSTIN CREEK","EAU 1","RR-EAU-000.00:002.00","AB WB","SS",1,99,"PARTLY CLOUDY","No fish, no redds",2016-02-02,"2015-2016",2016,0,0,0,0,0,0,0,0
"389","PENA CREEK","PEN 1","RR-PEN-000.00:004.05","ZR SL","SS",1,99,"CLEAR SUNNY",NA,2016-02-03,"2015-2016",2016,0,13,1,0,0,3,1,1
"390","MARK WEST CREEK","MAR 14","RR-MAR-040.18:042.85","DD AL ES","SS",1,1.5,"PARTLY CLOUDY",NA,2016-02-03,"2015-2016",2016,0,1,0,1,0,0,0,2
"391","GRAPE CREEK","GRP 2","RR-GRP-001.39:002.49","TC SL","SS",1,99,"CLEAR SUNNY",NA,2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"392","WINE CREEK","WIN 1","RR-WIN-000.00:001.65","SL TC","SS",1,99,"CLEAR SUNNY",NA,2016-02-04,"2015-2016",2016,0,0,0,0,0,2,0,0
"393","MILL CREEK","MIL 5","RR-MIL-014.06:015.54","NB JD","SS",1,99,"CLEAR SUNNY","NO FISH NO REDDS",2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,0
"394","PALMER CREEK","PAL 1","RR-PAL-000.00:002.75","DD MOH","SS",1,99,"CLEAR SUNNY","NO FISH",2016-02-04,"2015-2016",2016,0,0,0,0,0,0,0,1
"395","WILLOW CREEK","WIL 3","RR-WIL-003.49:006.15","NB NO","SS",1,1.3,"CLEAR SUNNY","FOUND a MIS-SPELLED FLAG THAT WAS NOT AGED. WE RECORDED IT AS AGE 4 AND TIED KNOT",2016-02-05,"2015-2016",2016,0,0,0,0,0,0,0,0
